dsmsgkey,dsenus,dsptbr,dseses
Label.openDraftNotFound,Draft not found. Please contact your freight forwarder.,Draft não encontrado. Por favor entre em contato com seu agente de carga.,"Borrador no encontrado. Por favor, contacte con su agente de carga."
Label.OPENED,Opened,Em Aberto,Abierto
Label.operation,Operation,Operação,Operación
Label.operational,Operational,Operacional,Operacional
Label.operationalResponsible,Operational Responsible,Responsável Operacional,Responsable Operativo
Label.operations,Operations,Operações,Operaciones
Label.or,Or,Ou,O bien
Label.orderType,Order Type,Tipo de Ordem,Tipo de Orden
Label.organization,Organization,Organização,Organización
Label.OrganizationCheckCompanyDuplicate,Check for duplicate companies during Registration,Verificar empresas duplicadas durante o Cadastro,Verificar empresas duplicadas durante el registro.
Label.OrganizationChecklistAllowGaps,"Allow checking any checklist item, not just the next","Permitir a checagem de qualquer item do checklist, Não somente o próximo","Permitir la verificación de cualquier elemento de la lista de verificación, no solo el siguiente."
Label.organizationCompanyOfficeLevels,"Organization, Company or Office Levels","Nível de Organização, Empresa ou Escritório",Niveles de Organización de la Empresa u Oficina
Label.organizationConfig,Organization Settings,Configurações da Organização,Configuración de la organización
Label.originDestination,Origin / Destination,Origem / Destino,Origen / Destino
Label.organizationDefaultOccurrences,Organization Standard Occurrences,Ocorrências Padrões da Organização,Ocurrencias Estándar de la Organización
Label.organizationDefaultOccurrencesDescription,This section defines standardized occurrences that can be easily registered while using the system.,Esta seção define ocorrencias padronizadas que podem ser registradas de maneira facilitada enquanto você utilizao sistema.,Esta sección define ocurrencias estandarizadas que pueden ser fácilmente registradas mientras se utiliza el sistema.
Label.viewProfile,View Profile,Visualizar Perfil,Ver perfil
ReportConfig.statement.title,STATEMENT,STATEMENT,ESTADO DE CUENTA
ReportPdfOptions.button.generate,Create PDF,Gerar PDF,Crear PDF
ReportPdfOptions.dropdown.print.arrivalConfirm,Arrival Confirmation,Confirmação de Chegada,Confirmación de llegada
ReportPdfOptions.dropdown.print.awb,AWB,AWB,AWB
Label.dtDlCargo,Cargo/DUE cut off,Carga/SD,Fecha límite de carga/DUE
Label.organizationDefaultOccurrencesDescription2,"These occurrences can contain Tag fields representing some system fields, for example, if you want to interpolate or Process code, use a [cdProcess] tag. A complete list of available Tags can be found below.","Estas ocorrências podem conter campos de Tags representando alguns campos do sistema, por exemplo, caso queira interpolar o código do Processo, utilize a tag [cdProcess]. Uma lista completa das Tags disponíveis pode ser encontrada abaixo.","Estas ocurrencias pueden contener campos de etiquetas que representan algunos campos del sistema, por ejemplo, si desea interpolar o procesar el código, use una etiqueta [cdProcess]. Una lista completa de etiquetas disponibles se puede encontrar a continuación."
Label.OrganizationDemurrageAtaIncluded,"On demurrage, charge customer's mooring day (ATA)","Na demurrage, cobrar o dia da atracação do cliente (ATA)","En demora, cobrar el día de amarre del cliente (ATA)"
Label.organization-financial-invoices-by-user,Invoices by User,Invoices por Usuário,Facturas por Usuario
Label.organization-fox-non-conformity,Non Conformity (Fox),Não Conformidade (Fox),No conformidad (Fox)
Label.organization-freight-history,Freight History,Histórico de Fretes,Historial de Fletes
Label.OrganizationImportIncotermCharge,Automatically import Incoterm Charges to Quotation.,Importar automaticamente taxas do Incoterm para Cotação.,Importar automáticamente cargos de Incoterm a la cotización.
Label.organizationLevel,Organization Level,Nível de Organização,Nivel de organización
Label.organization-process-charge-totals,Charges by Process - Totals,Taxas por Processos - Totais,Cargos por Proceso - Totales
Label.organizationRegister,Organization register,Cadastro da organização,Registro de organización
Label.OrganizationShowCommissionInProcess,Show Commission in Process Charges,Apresentar Comissão nas Taxas do Processo,Mostrar Comisión en Cargos del Proceso
Label.organization-statement-details,Statement Details,Detalhes do Statement,Detalles del Estado de cuenta
Label.OrganizationSyncSubStatus,Keep Substatus synced on House Processes,Manter Substatus sincronizado em Processos House,Mantener el subestado sincronizado en los procesos de House.
Label.OrganizationTrackingAirDaysOfWeek,Send tracking email every (Air),Enviar e-mail de tracking todo (Aéreo),Enviar correo electrónico de seguimiento cada (Aéreo)
Label.pricings,Quotations,Cotações,Cotizaciones
Label.printDocument,Print Document,Gerar documento,Imprimir documento
Label.OrganizationTrackingBl,Automatically add occurrences based on Carrier's Tracking,Lançar ocorrências automaticamente com base no Tracking do Armador,Agregar automáticamente eventos basados en el seguimiento del transportista.
Label.OrganizationTrackingDaysOfWeek,Send tracking email every (Sea),Enviar e-mail de tracking todo (Marítimo),Enviar correo electrónico de seguimiento cada (Mar)
Label.OrganizationTrackingDtAtaFilter,Do not add processes with ATA greater than the current date to the Tracking,Não adicionar no Tracking processos com ATA maior que a data atual,No agregar procesos con ATA mayor a la fecha actual al seguimiento.
Label.OrganizationVlProfitWarning,Notify Procs with Profi <,Notificar processos com Profit <,Notificar procesos con advertencia de beneficio <
Label.organization-vw-custom-log,Custom Logs,Logs Customizados,Registros personalizados
Label.organization-vw-user-all-roles,Users Profiles,Perfís dos Usuários,Perfiles de Usuarios
Label.orgDefinition,"<span class=""fas fa-info-circle""></span> The <b>organization</b> represents the <b>group</b> of companies, that can be a <b>real conglomerate</b>, or simply a group for better presentation.","<span class=""fas fa-info-circle""></span> A <b>organização</b> representa o <b>grupo</b> de empresas, podendo ser um <b>conglomerado real</b>, ou apenas um <b>agrupador</b> para melhor apresentação.","<span class=""fas fa-info-circle""></span> La <b>organización</b> representa el <b>grupo</b> de empresas, que puede ser un <b>verdadero conglomerado</b>, o simplemente un grupo para una mejor presentación."
Label.orgImage,Organization image,Imagem da organização,Imagen de la organización
Label.origin,Origin,Origem,Origen
Label.originals,Originals,Originais,Originales
Label.originalValue,Original Value,Valor Original,Valor Original
Label.nmUserCreatedOccurrence,User Occurrence (insert),Usuário Ocorrência (criação),Ocurrencia de usuario (creación)
Label.OtherCompanyOfficesNetworkings,"Other offices of this company have networkings, do you want to link one to this new office?","Outros escritórios desta empresa possuem networkings, deseja vincular algum a este novo escritório?",¿Desea vincular alguna de las redes de otros oficinas de esta empresa a esta nueva oficina?
Label.otherInfos,Other Infos,Outras Informações,Otras Informaciones
Label.otherServices,Other Services,Outros Serviços,Otros servicios
Label.overdue,Overdue,Vencido,Vencido
Label.ownClearance,Own Clearance,Despacho Próprio,Despacho Propio
Label.ownContract,Own Contract,Contrato Próprio,Contrato Propio
Label.owner,Owner,Proprietário,Propietario
Label.packages,Packages,Packages,Paquetes
Label.PaddingHouseBL,"1.06"" header and 1"" footer","2,7cm de cabeçalho e 2,5cm de rodapé","Encabezado de 1,06"" y pie de página de 1"""
Label.pahoFailed,Automatic sync failed!,Sincronização automática falhou!,¡La sincronización automática falló!
Label.parcels,Parcels,Parcelas,Paquetes
Label.partnerProcessVolumeRefDeleted,"The volume filled by the customer no longer exists. If you want, you can link this data to some other volume.","O volume preenchido pelo cliente não existe mais. Caso queira, é possível vincular estes dados a algum outro volume.","El volumen llenado por el cliente ya no existe. Si lo desea, puede vincular estos datos a algún otro volumen."
Label.partOfCompany,Are you part of a company?,Faz parte de uma empresa?,¿Forma parte de una empresa?
Label.payerInfo,Billing Information,Dados para Faturamento,Información de facturación
Label.payImportTax,Pay Imp Tax,Pagar Imposto,Pagar impuesto de importación
Label.payment,Payment,Pagamento,Pago
Label.paymentInfo,Payment Info,Informações de Pagamento,Información de pago
Label.paymentMethod,Payment method,Método de pagamento,Método de pago
Label.paymentMethods,Payment Methods,Formas de Pagamento,Métodos de Pago
Label.payments,Payments,Pagamentos,Pagos
Label.paymentTerm,Payment Term,Condição de Pagamento,Plazo de pago
Label.paymentTerms,Payment Terms,Condições de Pagamento,Condiciones de pago
Label.paypalTemporarilyUnavailable,Paypal temporarily unavailable,Paypal temporariamente indisponível,Paypal temporalmente no disponible
Label.payTo,Pay to,Pagar para,Pagar a
Label.pctFine,% Fine,% Multa,% de multa
Label.pctInterest,% Interest,% Juros,% Interés
Label.pending,Pending,Pendente,Pendiente
Label.Percentage,Percentage,Porcentagem,Porcentaje
Label.permissions,Permissions,Permissões,Permisos
Label.perMonth,per month,ao mês,al mes
Label.personData,Person data,Dados pessoais,Datos personales
Label.placeDelivery,Place of Delivery to Print,Local de entrega para Impressão,Lugar de entrega para imprimir
Label.plans,Plans,Planos,Planes
Label.port,Port,Porta,Puerto
Label.ports,Ports,Portos,Puertos
Label.previous,Previous,Anterior,Anterior
Label.previousMonth,Previous Month,Mês anterior,Mes anterior
Label.printDraft,Print Draft Online,Imprimir Draft Online,Imprimir Borrador en línea
Label.printThisHouseBL,Print this report over your BL form with the following specifications:,Imprima este relatório por cima de seu formulário de BL com as seguintes especificações:,Imprima este informe sobre su formulario de BL con las siguientes especificaciones:
Label.process,Process,Processo,Proceso
Label.processAdmin,Process Finish,Encerramento do Processo,Finalización del Proceso
Label.processAvg,Inform your average monthly process,Informe sua média de processo mensal,Informe su promedio mensual de procesamiento.
Label.processChargeRatioWithProblem,Rates with problems in the Ratio ( < 100% ),Taxas com problemas no Rateio ( < 100% ),Tarifas con problemas en el reparto ( < 100% )
FileType.QUOTATION,Quotation,Cotação,Cotización
FileType.UPLOAD,Upload,Upload,Cargar
Label.goTo,Go to {0},Ir para {0},Ir a {0}
Label.nbCutOffHours,Cut Off (Working hours),Prazo (Horas úteis),Plazo (Horas laborales)
Label.nmInsuranceOffice,Insurance Office,Seguradora,Seguradora
Label.office-sendcargo-insurance-profit,Insurance Profit (Send),Lucro Seguros (Send),Beneficio de Seguros (Enviar)
Label.processDraftFilledByCustomer,Unable to import. This process or its houses already have customer changes accepted in the draft.,Não é possível importar. Este processo ou seus houses já têm alterações do cliente aceitas no draft.,No se puede importar. Este proceso o sus casas ya tienen cambios del cliente aceptados en el borrador.
Label.processes,Processes,Processos,Procesos
Label.processes-in-progress-by-customer,Processes In Progress By Customer,Processos em andamento por cliente,Procesos en curso por cliente
Label.processField,"Process field ""{0}""","Campo ""{0}"" no processo","Campo ""{0}"" del proceso"
Label.processFile,File Processing,Processamento Arquivos,Procesamiento de archivos
Label.process-general,General Process List,Lista de Processos,Lista de Procesos Generales
Label.processHasDraftFilledByCustomer,This process or it's houses already have customer changes accepted in the draft.,Este processo ou seus houses já têm alterações do cliente aceitas no draft.,Este proceso o sus casas ya tienen cambios del cliente aceptados en el borrador.
Label.processInfo,Process Info,Informações do Processo,Información del Proceso
Label.processLinkedQuotation,Linked to the quotation,Vinculado à cotação,Vinculado a la cotización
